,Unnamed: 0,mean
177,mu_movie[177],1.2
178,mu_movie[178],-0.993
179,mu_movie[179],1.633
180,mu_movie[180],-1.93
181,mu_movie[181],-3.719
182,mu_movie[182],-1.338
183,mu_movie[183],2.519
184,mu_movie[184],-2.0380000000000003
185,mu_movie[185],0.087
186,mu_movie[186],1.66
187,mu_movie[187],-0.019
188,mu_movie[188],1.1640000000000001
189,mu_movie[189],-1.287
190,mu_movie[190],-1.3130000000000002
191,mu_movie[191],-0.395
192,mu_movie[192],0.091
193,mu_movie[193],1.23
194,mu_movie[194],-1.389
195,mu_movie[195],-0.636
196,mu_movie[196],-2.892
197,mu_movie[197],2.114
198,mu_movie[198],-1.7590000000000001
199,mu_movie[199],0.389
