,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
mu_movie[90],-3.346,0.888,-4.98,-1.616,0.009,0.006,10236.0,10038.0,10242.0,6292.0,1.0
mu_movie[91],0.223,0.69,-1.086,1.511,0.009,0.007,5914.0,5242.0,5919.0,6827.0,1.0
mu_movie[92],2.767,0.704,1.365,4.008,0.01,0.007,4797.0,4558.0,4807.0,5584.0,1.0
mu_movie[93],-1.144,0.877,-2.747,0.545,0.01,0.008,8053.0,6504.0,8055.0,5891.0,1.0
mu_movie[94],-0.777,0.71,-2.123,0.547,0.009,0.007,5903.0,5426.0,5904.0,6768.0,1.0
mu_movie[95],1.638,0.719,0.253,2.931,0.008,0.006,7490.0,6779.0,7477.0,6133.0,1.0
mu_movie[96],-1.997,0.696,-3.295,-0.72,0.01,0.007,5012.0,5012.0,4990.0,5431.0,1.0
mu_movie[97],-0.227,0.744,-1.675,1.121,0.01,0.007,5760.0,5201.0,5760.0,6586.0,1.0
mu_movie[98],-0.682,0.693,-1.998,0.605,0.01,0.007,5242.0,4721.0,5252.0,6193.0,1.0
mu_movie[99],-0.202,0.854,-1.792,1.419,0.009,0.009,8909.0,4491.0,8930.0,6880.0,1.0
mu_movie[100],-1.965,0.675,-3.227,-0.677,0.008,0.006,6627.0,6583.0,6621.0,6546.0,1.0
mu_movie[101],-0.272,0.676,-1.539,1.0,0.009,0.007,5501.0,5196.0,5503.0,6802.0,1.0
mu_movie[102],-4.008,0.73,-5.378,-2.65,0.009,0.006,6365.0,6365.0,6371.0,6102.0,1.0
mu_movie[103],1.912,0.775,0.394,3.303,0.01,0.007,6342.0,5723.0,6331.0,5584.0,1.0
mu_movie[104],1.108,0.962,-0.616,2.969,0.01,0.008,9854.0,7451.0,9863.0,6828.0,1.0
mu_movie[105],-1.49,0.635,-2.66,-0.277,0.008,0.006,5862.0,5802.0,5869.0,6434.0,1.0
mu_movie[106],1.333,0.794,-0.178,2.787,0.009,0.007,7276.0,6740.0,7270.0,6514.0,1.0
mu_movie[107],-0.234,0.7,-1.583,1.059,0.01,0.007,5362.0,5171.0,5360.0,6435.0,1.0
mu_movie[108],-0.893,0.716,-2.288,0.409,0.009,0.007,5795.0,5795.0,5790.0,6706.0,1.0
mu_movie[109],1.132,0.946,-0.597,2.922,0.009,0.008,10651.0,7812.0,10649.0,6290.0,1.0
mu_movie[110],0.41,0.858,-1.23,1.971,0.009,0.008,9481.0,5456.0,9480.0,6927.0,1.0
mu_movie[111],-1.092,0.714,-2.422,0.253,0.01,0.007,5365.0,5365.0,5382.0,5921.0,1.0
mu_movie[112],-1.023,0.712,-2.344,0.329,0.01,0.007,4925.0,4925.0,4932.0,5612.0,1.0
mu_movie[113],2.802,0.778,1.393,4.302,0.009,0.006,8351.0,7932.0,8346.0,6572.0,1.0
mu_movie[114],-1.57,0.893,-3.28,0.029,0.009,0.007,8996.0,7486.0,9016.0,6665.0,1.0
mu_movie[115],-3.544,0.666,-4.823,-2.322,0.009,0.006,5531.0,5531.0,5536.0,6484.0,1.0
mu_movie[116],0.128,0.689,-1.161,1.406,0.009,0.007,5726.0,5285.0,5721.0,6462.0,1.0
mu_movie[117],-1.228,0.821,-2.692,0.377,0.009,0.007,8571.0,7874.0,8582.0,6487.0,1.0
mu_movie[118],0.408,0.754,-0.97,1.876,0.01,0.008,5991.0,4932.0,5986.0,6300.0,1.0
mu_movie[119],-0.941,0.715,-2.282,0.413,0.01,0.007,5395.0,5395.0,5383.0,5745.0,1.0
mu_movie[120],2.996,0.667,1.763,4.253,0.009,0.006,5374.0,5344.0,5377.0,6574.0,1.0
mu_movie[121],-0.44,0.756,-1.895,0.928,0.009,0.007,7413.0,5284.0,7402.0,6448.0,1.0
mu_movie[122],-2.324,0.722,-3.699,-0.968,0.009,0.006,6914.0,6718.0,6910.0,6311.0,1.0
mu_movie[123],-0.177,0.782,-1.578,1.36,0.009,0.008,8218.0,5117.0,8205.0,6936.0,1.0
mu_movie[124],-1.559,0.625,-2.716,-0.358,0.009,0.006,4985.0,4985.0,4985.0,6675.0,1.0
mu_movie[125],-2.378,0.761,-3.8,-0.963,0.01,0.007,6095.0,6095.0,6096.0,6809.0,1.0
mu_movie[126],0.708,0.713,-0.64,2.014,0.01,0.007,5622.0,4815.0,5613.0,5778.0,1.0
mu_movie[127],2.626,0.926,0.936,4.436,0.01,0.007,8440.0,7815.0,8445.0,6369.0,1.0
mu_movie[128],2.799,0.682,1.497,4.032,0.01,0.007,5120.0,5110.0,5121.0,6883.0,1.0
mu_movie[129],-0.23,0.741,-1.608,1.168,0.009,0.008,6434.0,4760.0,6445.0,5788.0,1.0
mu_movie[130],2.984,0.881,1.344,4.666,0.009,0.007,9271.0,8737.0,9269.0,7122.0,1.0
mu_movie[131],-4.33,0.775,-5.775,-2.881,0.009,0.006,7826.0,7611.0,7815.0,6595.0,1.0
mu_movie[132],-1.505,0.682,-2.77,-0.217,0.01,0.007,5040.0,5040.0,5046.0,5489.0,1.0
mu_movie[133],-0.241,0.717,-1.583,1.108,0.01,0.007,5489.0,5186.0,5521.0,5786.0,1.0
mu_movie[134],-0.312,0.785,-1.831,1.109,0.01,0.008,6787.0,5254.0,6775.0,6827.0,1.0
mu_movie[135],1.687,0.733,0.359,3.064,0.009,0.007,6690.0,6160.0,6683.0,6382.0,1.0
mu_movie[136],-1.436,0.72,-2.807,-0.113,0.009,0.006,7088.0,7088.0,7088.0,6784.0,1.0
mu_movie[137],-2.552,0.732,-3.929,-1.188,0.009,0.006,7282.0,6900.0,7276.0,6931.0,1.0
mu_movie[138],-2.883,0.74,-4.373,-1.557,0.009,0.007,6154.0,6154.0,6171.0,6014.0,1.0
mu_movie[139],0.281,0.711,-1.025,1.629,0.009,0.007,6591.0,5577.0,6590.0,7004.0,1.0
mu_movie[140],0.914,0.77,-0.517,2.376,0.009,0.007,7212.0,6081.0,7217.0,6197.0,1.0
mu_movie[141],-0.046,0.705,-1.361,1.266,0.008,0.007,7072.0,5246.0,7086.0,7145.0,1.0
mu_movie[142],-1.487,0.733,-2.863,-0.135,0.01,0.007,5890.0,5562.0,5890.0,6115.0,1.0
mu_movie[143],-2.622,0.726,-3.932,-1.233,0.01,0.007,5489.0,5368.0,5492.0,6066.0,1.0
mu_movie[144],-3.214,0.699,-4.565,-1.929,0.009,0.007,5765.0,5765.0,5761.0,5917.0,1.0
mu_movie[145],-0.888,0.745,-2.226,0.565,0.009,0.007,6313.0,5962.0,6319.0,6465.0,1.0
mu_movie[146],-0.126,0.781,-1.567,1.352,0.009,0.008,7397.0,4276.0,7389.0,6402.0,1.0
mu_movie[147],0.675,0.723,-0.735,1.973,0.009,0.007,5865.0,5020.0,5871.0,5850.0,1.0
mu_movie[148],-1.888,0.712,-3.177,-0.503,0.01,0.007,5470.0,5277.0,5483.0,6423.0,1.0
mu_movie[149],-1.386,0.729,-2.831,-0.072,0.01,0.007,5838.0,5838.0,5833.0,6694.0,1.0
mu_movie[150],1.103,0.763,-0.263,2.575,0.009,0.007,7559.0,6812.0,7556.0,7282.0,1.0
mu_movie[151],-1.241,0.924,-2.992,0.478,0.009,0.007,10024.0,7772.0,10023.0,6840.0,1.0
mu_movie[152],2.966,0.763,1.53,4.401,0.008,0.006,8212.0,7995.0,8218.0,6649.0,1.0
mu_movie[153],-1.259,0.727,-2.698,0.063,0.009,0.007,6885.0,6170.0,6880.0,6394.0,1.0
mu_movie[154],-1.993,0.805,-3.539,-0.505,0.01,0.007,7055.0,6960.0,7062.0,6966.0,1.0
mu_movie[155],3.516,0.742,2.094,4.9,0.009,0.006,6660.0,6636.0,6647.0,6768.0,1.0
mu_movie[156],-0.109,0.741,-1.5,1.278,0.009,0.007,6551.0,5503.0,6551.0,6872.0,1.0
mu_movie[157],0.068,0.741,-1.344,1.429,0.009,0.008,6503.0,4582.0,6501.0,6701.0,1.0
mu_movie[158],3.611,0.653,2.385,4.847,0.01,0.007,4459.0,4410.0,4471.0,6019.0,1.0
mu_movie[159],-2.475,0.716,-3.86,-1.14,0.009,0.006,6474.0,6474.0,6481.0,6753.0,1.0
mu_movie[160],1.142,0.7,-0.136,2.487,0.009,0.006,6765.0,6715.0,6761.0,6594.0,1.0
mu_movie[161],2.386,0.761,0.97,3.819,0.009,0.006,7242.0,6942.0,7245.0,6902.0,1.0
mu_movie[162],-1.763,0.736,-3.17,-0.423,0.008,0.006,7664.0,7518.0,7650.0,6669.0,1.0
mu_movie[163],-0.635,1.241,-2.92,1.74,0.01,0.012,16816.0,5234.0,16798.0,7119.0,1.0
mu_movie[164],-1.309,0.836,-2.948,0.23,0.009,0.007,8938.0,7596.0,8936.0,6689.0,1.0
mu_movie[165],-0.667,0.811,-2.133,0.899,0.008,0.007,9282.0,6365.0,9262.0,7015.0,1.0
mu_movie[166],1.137,0.827,-0.484,2.638,0.009,0.007,8101.0,6683.0,8107.0,6952.0,1.0
mu_movie[167],0.144,0.757,-1.265,1.535,0.01,0.008,6170.0,4929.0,6175.0,6552.0,1.0
mu_movie[168],-0.366,0.724,-1.695,1.02,0.01,0.007,5525.0,5525.0,5518.0,6240.0,1.0
mu_movie[169],1.361,0.751,-0.015,2.831,0.009,0.007,6949.0,6403.0,6950.0,6551.0,1.0
mu_movie[170],1.181,0.705,-0.084,2.548,0.009,0.007,5910.0,5757.0,5912.0,6560.0,1.0
mu_movie[171],-0.492,0.716,-1.822,0.842,0.009,0.006,6089.0,6089.0,6089.0,6801.0,1.0
mu_movie[172],1.254,0.72,-0.184,2.534,0.009,0.007,6082.0,5897.0,6074.0,6588.0,1.0
mu_movie[173],1.169,0.836,-0.408,2.724,0.009,0.007,8415.0,6499.0,8407.0,5966.0,1.0
mu_movie[174],-1.001,0.744,-2.36,0.386,0.009,0.007,6209.0,6051.0,6209.0,6969.0,1.0
mu_movie[175],-0.486,0.78,-1.931,0.997,0.009,0.007,7472.0,6286.0,7493.0,6492.0,1.0
mu_movie[176],-3.641,0.706,-5.0,-2.363,0.009,0.007,5556.0,5490.0,5572.0,6067.0,1.0
mu_movie[177],1.2,0.665,-0.038,2.473,0.009,0.006,5598.0,5598.0,5580.0,6603.0,1.0
mu_movie[178],-0.993,0.69,-2.295,0.305,0.009,0.006,6432.0,5666.0,6411.0,6813.0,1.0
mu_movie[179],1.633,0.646,0.378,2.811,0.009,0.007,4897.0,4897.0,4896.0,6843.0,1.0
mu_movie[180],-1.93,0.718,-3.212,-0.509,0.009,0.007,6092.0,6058.0,6101.0,7175.0,1.0
mu_movie[181],-3.719,0.722,-5.123,-2.409,0.009,0.006,6637.0,6455.0,6641.0,6668.0,1.0
mu_movie[182],-1.338,0.764,-2.712,0.137,0.01,0.007,6289.0,5953.0,6299.0,6951.0,1.0
mu_movie[183],2.519,0.76,1.119,3.977,0.009,0.006,7270.0,6886.0,7262.0,6696.0,1.0
mu_movie[184],-2.038,0.773,-3.463,-0.561,0.01,0.007,6477.0,6114.0,6488.0,5992.0,1.0
mu_movie[185],0.087,0.708,-1.276,1.405,0.009,0.007,6281.0,5182.0,6275.0,6465.0,1.0
mu_movie[186],1.66,0.735,0.261,3.028,0.01,0.007,5979.0,5777.0,6004.0,6580.0,1.0
mu_movie[187],-0.019,0.796,-1.461,1.524,0.009,0.008,7255.0,5050.0,7253.0,7281.0,1.0
mu_movie[188],1.164,0.893,-0.513,2.826,0.009,0.007,9424.0,7630.0,9384.0,7339.0,1.0
mu_movie[189],-1.287,0.691,-2.571,-0.008,0.008,0.006,6809.0,6744.0,6817.0,6447.0,1.0
mu_movie[190],-1.313,0.772,-2.758,0.149,0.008,0.006,8810.0,7837.0,8774.0,7159.0,1.0
mu_movie[191],-0.395,0.631,-1.534,0.832,0.009,0.006,4919.0,4919.0,4914.0,7204.0,1.0
mu_movie[192],0.091,0.788,-1.472,1.498,0.009,0.009,8484.0,4215.0,8502.0,6330.0,1.0
mu_movie[193],1.23,0.684,-0.04,2.534,0.009,0.007,5180.0,5180.0,5177.0,5596.0,1.0
mu_movie[194],-1.389,0.677,-2.696,-0.148,0.01,0.007,4660.0,4660.0,4677.0,6440.0,1.0
mu_movie[195],-0.636,0.824,-2.162,0.895,0.008,0.007,9488.0,6077.0,9463.0,6490.0,1.0
mu_movie[196],-2.892,0.689,-4.169,-1.603,0.009,0.007,5273.0,5273.0,5270.0,6779.0,1.0
mu_movie[197],2.114,0.664,0.865,3.359,0.009,0.006,5607.0,5607.0,5610.0,6890.0,1.0
mu_movie[198],-1.759,0.882,-3.461,-0.166,0.009,0.007,9634.0,8363.0,9635.0,7013.0,1.0
mu_movie[199],0.389,1.024,-1.508,2.361,0.009,0.01,12230.0,4821.0,12197.0,6538.0,1.0
mu_person[0],-2.592,1.144,-4.642,-0.356,0.018,0.012,4195.0,4195.0,4194.0,5844.0,1.0
mu_person[1],2.357,1.145,0.237,4.52,0.018,0.012,4278.0,4278.0,4270.0,6263.0,1.0
mu_person[2],-0.028,1.14,-2.195,2.094,0.017,0.012,4599.0,4599.0,4599.0,6112.0,1.0
mu_person[3],3.56,1.134,1.401,5.651,0.016,0.011,5094.0,5094.0,5091.0,6261.0,1.0
mu_person[4],2.953,1.148,0.809,5.138,0.017,0.012,4524.0,4514.0,4532.0,5986.0,1.0
mu_person[5],-2.08,1.156,-4.322,0.019,0.017,0.012,4850.0,4850.0,4854.0,6433.0,1.0
mu_person[6],-3.718,1.153,-5.885,-1.571,0.019,0.013,3880.0,3880.0,3894.0,5340.0,1.0
mu_person[7],-3.703,1.151,-5.864,-1.58,0.017,0.012,4529.0,4487.0,4536.0,5645.0,1.0
mu_person[8],-5.949,1.134,-8.081,-3.817,0.018,0.013,3938.0,3938.0,3940.0,5564.0,1.0
mu_person[9],1.714,1.14,-0.471,3.766,0.016,0.011,5008.0,4948.0,5003.0,5989.0,1.0
mu_person[10],1.118,1.153,-1.1,3.206,0.017,0.012,4460.0,4460.0,4473.0,5714.0,1.0
mu_person[11],-2.45,1.138,-4.535,-0.23,0.018,0.013,4001.0,4001.0,4000.0,5801.0,1.0
mu_person[12],-0.239,1.131,-2.42,1.828,0.017,0.012,4393.0,4393.0,4396.0,5601.0,1.0
mu_person[13],-0.927,1.143,-3.168,1.146,0.017,0.012,4482.0,4482.0,4483.0,5287.0,1.0
mu_person[14],-3.234,1.147,-5.441,-1.115,0.017,0.012,4810.0,4810.0,4809.0,5687.0,1.0
mu_person[15],2.259,1.154,0.202,4.489,0.017,0.012,4405.0,4405.0,4418.0,5522.0,1.0
mu_person[16],-2.0,1.14,-4.106,0.181,0.017,0.012,4566.0,4527.0,4569.0,6109.0,1.0
mu_person[17],2.164,1.155,0.039,4.388,0.018,0.012,4315.0,4315.0,4311.0,5974.0,1.0
mu_person[18],1.462,1.148,-0.822,3.526,0.017,0.012,4469.0,4469.0,4453.0,6143.0,1.0
mu_person[19],-1.948,1.112,-4.066,0.102,0.017,0.012,4178.0,4178.0,4179.0,5973.0,1.0
mu_person[20],-2.787,1.128,-4.839,-0.608,0.017,0.012,4331.0,4271.0,4335.0,5983.0,1.0
mu_person[21],1.699,1.128,-0.437,3.799,0.015,0.011,5329.0,5311.0,5324.0,6175.0,1.0
mu_person[22],-2.26,1.145,-4.587,-0.235,0.016,0.012,5132.0,4939.0,5135.0,6232.0,1.0
mu_person[23],-0.711,1.147,-2.914,1.416,0.016,0.011,4996.0,4996.0,4996.0,6121.0,1.0
mu_person[24],1.978,1.166,-0.207,4.176,0.018,0.013,4001.0,4001.0,4002.0,5510.0,1.0
mu_genre[0],-2.989,0.791,-4.5,-1.537,0.014,0.01,3129.0,3099.0,3134.0,4332.0,1.0
mu_genre[1],-1.926,0.781,-3.322,-0.38,0.015,0.01,2861.0,2861.0,2861.0,5159.0,1.0
mu_genre[2],-3.754,0.813,-5.261,-2.246,0.016,0.011,2576.0,2534.0,2571.0,4139.0,1.0
mu_genre[3],-4.408,0.799,-5.946,-2.95,0.015,0.011,2734.0,2734.0,2734.0,4701.0,1.0
mu_genre[4],0.267,0.776,-1.147,1.771,0.014,0.01,3063.0,3063.0,3058.0,4477.0,1.0
"mu_gp[0,0]",-0.169,1.207,-2.474,2.085,0.017,0.012,5328.0,5328.0,5336.0,6901.0,1.0
"mu_gp[0,1]",2.098,1.231,-0.112,4.502,0.016,0.012,5722.0,5656.0,5728.0,6649.0,1.0
"mu_gp[0,2]",-0.393,1.219,-2.757,1.824,0.016,0.011,5657.0,5657.0,5659.0,6924.0,1.0
"mu_gp[0,3]",-0.114,1.247,-2.362,2.286,0.016,0.011,6122.0,6122.0,6127.0,7566.0,1.0
"mu_gp[0,4]",0.388,1.259,-1.89,2.76,0.016,0.012,5855.0,5855.0,5857.0,7480.0,1.0
"mu_gp[0,5]",1.65,1.297,-0.88,4.013,0.016,0.012,6231.0,6231.0,6232.0,7438.0,1.0
"mu_gp[0,6]",2.15,1.248,-0.08,4.573,0.017,0.012,5324.0,5324.0,5323.0,6986.0,1.0
"mu_gp[0,7]",-4.231,1.223,-6.584,-1.991,0.016,0.011,5726.0,5726.0,5731.0,7201.0,1.0
"mu_gp[0,8]",-3.404,1.186,-5.586,-1.116,0.017,0.012,4672.0,4672.0,4671.0,6806.0,1.0
"mu_gp[0,9]",-2.877,1.207,-5.199,-0.665,0.016,0.011,5887.0,5880.0,5890.0,6739.0,1.0
